trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,word1,word2,prime,target,wrecord1,wrecord2,precord3,instructiontext.started,instructiontext.stopped,key_resp_instruction.keys,key_resp_instruction.rt,key_resp_instruction.started,key_resp_instruction.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,11.591020599938929,None,space,2.982293499982916,11.591020599938929,None,kevinlzw,001,2020_Feb_08_1744,script,3.2.4,59.727737082200996,
